index,log_messages,log_level,label,lemmas,pos,tag,dep,alpha,stop
9401,total jvm heap memory *,info,0.0,total jvm heap memory *,ADJ NOUN NOUN NOUN PUNCT,JJ NN NN NN NFP,amod compound compound ROOT punct,4,0
10822,uncaught exception rest call *,info,0.0,uncaught exception rest call *,ADJ NOUN NOUN NOUN PUNCT,JJ NN NN NN NFP,amod compound compound ROOT punct,4,1
7410,testing with mapreduce,info,0.0,test with mapreduce,VERB ADP NOUN,VBG IN NN,ROOT prep pobj,3,1
7505,cleaning after test,info,0.0,clean after test,VERB ADP NOUN,VBG IN NN,ROOT prep pobj,3,1
7544,failed after runtimems,info,0.0,fail after runtimem,VERB ADP NOUN,VBD IN NNS,ROOT prep pobj,3,1
8289,shutting down cluster,info,0.0,shut down cluster,VERB ADP NOUN,VBG RP NN,ROOT prt dobj,3,1
8331,nshutting down cluster,info,0.0,nshutte down cluster,VERB ADP NOUN,VBG RP NN,ROOT prt dobj,3,1
8366,shutting down server,info,0.0,shut down server,VERB ADP NOUN,VBG RP NN,ROOT prt dobj,3,1
9010,waiting for results,info,0.0,wait for result,VERB ADP NOUN,VBG IN NNS,ROOT prep pobj,3,1
9348,shutting down taskexecutorlocalstatestoresmanager,info,0.0,shut down taskexecutorlocalstatestoresmanager,VERB ADP NOUN,VBG RP NN,ROOT prt dobj,3,1
10264,waiting for deployment,info,0.0,wait for deployment,VERB ADP NOUN,VBG IN NN,ROOT prep pobj,3,1
10269,waiting for deployment,info,0.0,wait for deployment,VERB ADP NOUN,VBG IN NN,ROOT prep pobj,3,1
10273,waiting for upgrade,info,0.0,wait for upgrade,VERB ADP NOUN,VBG IN NN,ROOT prep pobj,3,1
10529,tearing down test,info,0.0,tear down test,VERB ADP NOUN,VBG RP NN,amod prt ROOT,3,1
10758,shutting down transform,info,0.0,shut down transform,VERB ADP NOUN,VBG RP NN,ROOT prt dep,3,1
11016,unsubscribing from kafka,info,0.0,unsubscribe from kafka,VERB ADP NOUN,VBG IN NN,ROOT prep pobj,3,1
1955,sequence,error,1.0,sequence,NOUN,NN,ROOT,1,0
2196,result,error,1.0,result,NOUN,NN,ROOT,1,0
2203,regioncoprocessorenvironment,error,1.0,regioncoprocessorenvironment,NOUN,NN,ROOT,1,0
2243,snapshot,error,1.0,snapshot,NOUN,NN,ROOT,1,0
2260,regions,error,1.0,region,NOUN,NNS,ROOT,1,0
2648,thread,error,1.0,thread,NOUN,NN,ROOT,1,0
7348,summaries,info,1.0,summary,NOUN,NNS,ROOT,1,0
7357,setting,info,1.0,setting,NOUN,NN,ROOT,1,0
7379,writing,info,1.0,writing,NOUN,NN,ROOT,1,0
7415,snapshot,info,1.0,snapshot,NOUN,NN,ROOT,1,0
7421,running,info,1.0,running,NOUN,NN,ROOT,1,0
7451,exception,info,1.0,exception,NOUN,NN,ROOT,1,0
7471,property,info,1.0,property,NOUN,NN,ROOT,1,0
7517,status,info,1.0,status,NOUN,NN,ROOT,1,0
7537,runtime,info,1.0,runtime,NOUN,NN,ROOT,1,0
7624,clusterid,info,1.0,clusterid,NOUN,NN,ROOT,1,0
7682,procedure,info,1.0,procedure,NOUN,NN,ROOT,1,0
7832,groupsize,info,1.0,groupsize,NOUN,NN,ROOT,1,0
7841,testing,info,1.0,testing,NOUN,NN,ROOT,1,0
7854,aborting,info,1.0,aborting,NOUN,NN,ROOT,1,0
7859,readers,info,1.0,reader,NOUN,NNS,ROOT,1,0
7860,scanners,info,1.0,scanner,NOUN,NNS,ROOT,1,0
7863,iteration,info,1.0,iteration,NOUN,NN,ROOT,1,0
7886,region,info,1.0,region,NOUN,NN,ROOT,1,0
7893,iteration,info,1.0,iteration,NOUN,NN,ROOT,1,0
7897,value,info,1.0,value,NOUN,NN,ROOT,1,0
7899,flushing,info,1.0,flushing,NOUN,NN,ROOT,1,0
7908,originalsize,info,1.0,originalsize,NOUN,NN,ROOT,1,0
7920,testacquiretaskatstartup,info,1.0,testacquiretaskatstartup,NOUN,NN,ROOT,1,0
7923,testmultipletasks,info,1.0,testmultipletasks,NOUN,NN,ROOT,1,0
7925,testacquiremultitasks,info,1.0,testacquiremultitasks,NOUN,NN,ROOT,1,0
7942,loaders,info,1.0,loader,NOUN,NNS,ROOT,1,0
7944,compations,info,1.0,compation,NOUN,NNS,ROOT,1,0
7978,daughters,info,1.0,daughter,NOUN,NNS,ROOT,1,0
7987,suspending,info,1.0,suspending,NOUN,NN,ROOT,1,0
7991,count,info,1.0,count,NOUN,NN,ROOT,1,0
7995,countdown,info,1.0,countdown,NOUN,NN,ROOT,1,0
7997,flush,info,1.0,flush,NOUN,NN,ROOT,1,0
8035,regions,info,1.0,region,NOUN,NNS,ROOT,1,0
8048,replication,info,1.0,replication,NOUN,NN,ROOT,1,0
8053,specname,info,1.0,specname,NOUN,NN,ROOT,1,0
8054,specvendor,info,1.0,specvendor,NOUN,NN,ROOT,1,0
8057,vmvendor,info,1.0,vmvendor,NOUN,NN,ROOT,1,0
8058,properties,info,1.0,property,NOUN,NNS,ROOT,1,0
8060,header,info,1.0,header,NOUN,NN,ROOT,1,0
8062,encoding,info,1.0,encoding,NOUN,NN,ROOT,1,0
8063,encoder,info,1.0,encoder,NOUN,NN,ROOT,1,0
8064,testing,info,1.0,testing,NOUN,NN,ROOT,1,0
8071,context,info,1.0,context,NOUN,NN,ROOT,1,0
8084,counter,info,1.0,counter,NOUN,NN,ROOT,1,0
8113,unloading,info,1.0,unloading,NOUN,NN,ROOT,1,0
8117,regionname,info,1.0,regionname,NOUN,NN,ROOT,1,0
8128,covers,info,1.0,cover,NOUN,NNS,ROOT,1,0
8129,covers,info,1.0,cover,NOUN,NNS,ROOT,1,0
8203,testremoveservers,info,1.0,testremoveserver,NOUN,NNS,ROOT,1,0
8204,testmoveserversandtables,info,1.0,testmoveserversandtable,NOUN,NNS,ROOT,1,0
8218,testcyclicreplication,info,1.0,testcyclicreplication,NOUN,NN,ROOT,1,0
8225,testpertablecfreplication,info,1.0,testpertablecfreplication,NOUN,NN,ROOT,1,0
8238,testloopedreplication,info,1.0,testloopedreplication,NOUN,NN,ROOT,1,0
8239,testhfilecyclicreplication,info,1.0,testhfilecyclicreplication,NOUN,NN,ROOT,1,0
8240,testcyclicreplication2,info,1.0,testcyclicreplication2,NOUN,NN,ROOT,0,0
8241,testhfilemultislavereplication,info,1.0,testhfilemultislavereplication,NOUN,NN,ROOT,1,0
8245,testdeletetypes,info,1.0,testdeletetypes,NOUN,NN,ROOT,1,0
8258,setentriescount,info,1.0,setentriescount,NOUN,NN,ROOT,1,0
8259,testthrottling,info,1.0,testthrottling,NOUN,NN,ROOT,1,0
8294,cluster,info,1.0,cluster,NOUN,NN,ROOT,1,0
8295,master,info,1.0,master,NOUN,NN,ROOT,1,0
8296,scps,info,1.0,scp,NOUN,NNS,ROOT,1,0
8310,result,info,1.0,result,NOUN,NN,ROOT,1,0
8323,testorphantaskacquisition,info,1.0,testorphantaskacquisition,NOUN,NN,ROOT,1,0
8350,parent,info,1.0,parent,NOUN,NN,ROOT,1,0
8362,calling,info,1.0,calling,NOUN,NN,ROOT,1,0
8369,server,info,1.0,server,NOUN,NN,ROOT,1,0
8405,executionexception,info,1.0,executionexception,NOUN,NN,ROOT,1,0
8421,readlockcount,info,1.0,readlockcount,NOUN,NN,ROOT,1,0
8468,exception,info,1.0,exception,NOUN,NN,ROOT,1,0
8473,master,info,1.0,master,NOUN,NN,ROOT,1,0
8485,assigning,info,1.0,assigning,NOUN,NN,ROOT,1,0
8494,constructputrequests,info,1.0,constructputrequest,NOUN,NNS,ROOT,1,0
8507,regionb,info,1.0,regionb,NOUN,NN,ROOT,1,0
8573,rollback,info,1.0,rollback,NOUN,NN,ROOT,1,0
8606,checking,info,1.0,checking,NOUN,NN,ROOT,1,0
8618,progress,info,1.0,progress,NOUN,NN,ROOT,1,0
8631,backup,info,1.0,backup,NOUN,NN,ROOT,1,0
8668,show_history,info,1.0,show_history,NOUN,NN,ROOT,0,0
8674,delete_backup,info,1.0,delete_backup,NOUN,NN,ROOT,0,0
8725,setting,info,1.0,setting,NOUN,NN,ROOT,1,0
8750,filtering,info,1.0,filtering,NOUN,NN,ROOT,1,0
8755,records,info,1.0,record,NOUN,NNS,ROOT,1,0
9054,checking,info,1.0,checking,NOUN,NN,ROOT,1,0
9106,format,info,1.0,format,NOUN,NN,ROOT,1,0
9150,counters,info,1.0,counter,NOUN,NNS,ROOT,1,0
9226,file,info,1.0,file,NOUN,NN,ROOT,1,0
9313,suspending,info,1.0,suspending,NOUN,NN,ROOT,1,0
9369,configuration,info,1.0,configuration,NOUN,NN,ROOT,1,0
9391,preconfiguration,info,1.0,preconfiguration,NOUN,NN,ROOT,1,0
9865,status,info,1.0,status,NOUN,NN,ROOT,1,0
9881,config,info,1.0,config,NOUN,NN,ROOT,1,0
10923,processor,info,1.0,processor,NOUN,NN,ROOT,1,0
1818,fatal exception thread,error,1.0,fatal exception thread,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,0
1881,unable parse options,error,1.0,unable parse option,ADJ NOUN NOUN,JJ NN NNS,amod compound ROOT,3,0
1958,unexpected syncfutures length,error,1.0,unexpected syncfuture length,ADJ NOUN NOUN,JJ NNS NN,amod compound ROOT,3,0
2036,unable parse user,error,1.0,unable parse user,ADJ NOUN NOUN,JJ NN NN,amod amod ROOT,3,0
2045,illegal argument exception,error,1.0,illegal argument exception,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,0
2046,illegal state exception,error,1.0,illegal state exception,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,0
2096,unexpected lock type,error,1.0,unexpected lock type,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,0
2142,such field exception,error,1.0,such field exception,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,1
2143,illegal access exception,error,1.0,illegal access exception,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,0
2512,invalid mail address,error,1.0,invalid mail address,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,0
2759,unable stat file,error,1.0,unable stat file,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,0
2867,unable start operator,error,1.0,unable start operator,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,0
7672,major compacting table,info,1.0,major compacting table,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,0
8069,total number keys,info,1.0,total number key,ADJ NOUN NOUN,JJ NN NNS,amod compound ROOT,3,0
8079,evict block failure,info,1.0,evict block failure,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,0
8086,diff number blocks,info,1.0,diff number block,ADJ NOUN NOUN,JJ NN NNS,amod compound ROOT,3,0
8165,attempting run procedure,info,1.0,attempting run procedure,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,0
8464,current compaction state,info,1.0,current compaction state,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,0
8465,current compaction state,info,1.0,current compaction state,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,0
8466,current compaction state,info,1.0,current compaction state,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,0
8467,current compaction state,info,1.0,current compaction state,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,0
8564,inject rollback failure,info,1.0,inject rollback failure,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,0
8654,diff start time,info,1.0,diff start time,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,0
8655,diff finish time,info,1.0,diff finish time,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,0
10247,initial kafka version,info,1.0,initial kafka version,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,0
10964,first format change,info,1.0,first format change,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,1
10965,second format change,info,1.0,second format change,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,0
10966,third format change,info,1.0,third format change,ADJ NOUN NOUN,JJ NN NN,amod compound ROOT,3,1
6971,tmp_dir [str],info,0.0,tmp_dir [ str ],X X X X,XX XX XX XX,ROOT punct punct dep,1,0
6975,broker_id [str],info,0.0,broker_id [ str ],X X X X,XX XX XX XX,ROOT nmod dep dep,1,0
6976,zk_host [str],info,0.0,zk_host [ str ],X X X X,XX XX XX XX,ROOT nmod nmod dep,1,0
6977,zk_port [str],info,0.0,zk_port [ str ],X X X X,XX XX XX XX,ROOT nmod nmod dep,1,0
6978,zk_chroot [str],info,0.0,zk_chroot [ str ],X X X X,XX XX XX XX,ROOT nmod nmod dep,1,0
7407,timerange dir writing dir,info,0.0,timerange dir writing dir,X X X X,FW FW FW FW,dep dep dep ROOT,4,0
1739,exception thread *,error,0.0,exception thread *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
2339,closefile error *,error,0.0,closefile error *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
2340,openfile error *,error,0.0,openfile error *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
2404,error processing *,error,0.0,error processing *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
2503,error pattern *,error,0.0,error pattern *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
2734,fields number *,error,0.0,field number *,NOUN NOUN PUNCT,NNS NN NFP,compound ROOT punct,2,0
2838,kafka configuration *,error,0.0,kafka configuration *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
3085,error deleting *,error,0.0,error deleting *,NOUN NOUN PUNCT,NN NN .,compound ROOT punct,2,0
7204,node configuration *,info,0.0,node configuration *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
7205,configuration location *,info,0.0,configuration location *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
7226,token metadata *,info,0.0,token metadata *,NOUN NOUN PUNCT,NN NNS NFP,amod ROOT punct,2,0
7228,cql version *,info,0.0,cql version *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
7347,sync connections *,info,0.0,sync connection *,NOUN NOUN PUNCT,NN NNS NFP,compound ROOT punct,2,0
8385,file status *,info,0.0,file status *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
8510,shutdown master *,info,0.0,shutdown master *,NOUN NOUN PUNCT,NN NN NFP,ROOT intj punct,2,0
8807,file encoding *,info,0.0,file encoding *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
8845,java version *,info,0.0,java version *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
8846,java name *,info,0.0,java name *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,1
8854,jmeter locale *,info,0.0,jmeter locale *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
8856,user dir *,info,0.0,user dir *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
8869,sampleresult nanothreadsleep *,info,0.0,sampleresult nanothreadsleep *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
8944,stopping test *,info,0.0,stopping test *,NOUN NOUN PUNCT,NN NN NFP,amod ROOT punct,2,0
9007,system properties *,info,0.0,system property *,NOUN NOUN PUNCT,NN NNS NFP,compound ROOT punct,2,0
9013,hbase location *,info,0.0,hbase location *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
9022,kafka location *,info,0.0,kafka location *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
9043,copying distribution *,info,0.0,copying distribution *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
9081,executor config *,info,0.0,executor config *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
9112,cluster specification *,info,0.0,cluster specification *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
9115,stopping container *,info,0.0,stopping container *,NOUN NOUN PUNCT,NN NN NFP,amod ROOT punct,2,0
9162,test principal *,info,0.0,test principal *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
9167,test keytab *,info,0.0,test keytab *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
9242,processing archive *,info,0.0,processing archive *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
9396,jvm heap *,info,0.0,jvm heap *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
9399,jvm overhead *,info,0.0,jvm overhead *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
9663,master url *,info,0.0,master url *,NOUN NOUN PUNCT,NN NN .,compound ROOT punct,2,0
9690,leader shutdown *,info,0.0,leader shutdown *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
9793,status stream *,info,0.0,status stream *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
10030,client command *,info,0.0,client command *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
10052,keycloak cert *,info,0.0,keycloak cert *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
10302,running testcertificates *,info,0.0,running testcertificate *,NOUN NOUN PUNCT,NN NNS NFP,amod ROOT punct,2,0
10322,maintenance window *,info,0.0,maintenance window *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
10360,keycloak settings *,info,0.0,keycloak setting *,NOUN NOUN PUNCT,NN NNS NFP,compound ROOT punct,2,0
10373,kafkauser status *,info,0.0,kafkauser status *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
10374,kafkauser type *,info,0.0,kafkauser type *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
10377,kafkauser message *,info,0.0,kafkauser message *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
10378,kafkauser reason *,info,0.0,kafkauser reason *,NOUN NOUN PUNCT,NN NN NFP,amod ROOT punct,2,0
10441,scale zookeeper *,info,0.0,scale zookeeper *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
10613,targeting clusters *,info,0.0,targeting cluster *,NOUN NOUN PUNCT,NN NNS NFP,compound ROOT punct,2,0
10661,kafka cluster *,info,0.0,kafka cluster *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
10971,kafka version *,info,0.0,kafka version *,NOUN NOUN PUNCT,NN NN NFP,compound ROOT punct,2,0
1946,failed delete *,error,0.0,fail delete *,VERB NOUN PUNCT,VBN NN NFP,amod ROOT punct,2,0
2006,failed initialize *,error,0.0,fail initialize *,VERB NOUN PUNCT,VBN NN NFP,amod ROOT punct,2,0
2362,teststarted host *,error,0.0,teststarte host *,VERB NOUN PUNCT,VBN NN NFP,amod ROOT punct,2,0
7002,configured superuser *,info,0.0,configure superuser *,VERB NOUN PUNCT,VBN NN NFP,amod ROOT punct,2,0
7029,starting stageactor *,info,0.0,start stageactor *,VERB NOUN PUNCT,VBG NN NFP,amod ROOT punct,2,0
7034,starting partition *,info,0.0,start partition *,VERB NOUN PUNCT,VBG NN NFP,amod ROOT punct,2,0
7035,completing partition *,info,0.0,complete partition *,VERB NOUN PUNCT,VBG NN NFP,ROOT dobj punct,2,0
7096,removing host *,info,0.0,remove host *,VERB NOUN PUNCT,VBG NN NFP,amod ROOT punct,2,0
7099,completing removal *,info,0.0,complete removal *,VERB NOUN PUNCT,VBG NN NFP,ROOT dobj punct,2,0
7110,overriding initial_value *,info,0.0,override initial_value *,VERB NOUN PUNCT,VBG NN NFP,ROOT dobj punct,1,0
7111,overriding max_interval *,info,0.0,override max_interval *,VERB NOUN PUNCT,VBG NN NFP,amod ROOT punct,1,0
7146,finished reading *,info,0.0,finish reading *,VERB NOUN PUNCT,VBN NN NFP,ROOT dep punct,2,0
7185,drop keyspace *,info,0.0,drop keyspace *,VERB NOUN PUNCT,VB NN NFP,ROOT dobj punct,2,0
7203,setting use_offheap_merkle_trees *,info,0.0,set use_offheap_merkle_trees *,VERB NOUN PUNCT,VBG NN NFP,ROOT dobj punct,1,0
7222,overriding ring_delay *,info,0.0,override ring_delay *,VERB NOUN PUNCT,VBG NN NFP,ROOT dobj punct,1,0
7306,using seed *,info,0.0,use seed *,VERB NOUN PUNCT,VBG NN NFP,ROOT dobj punct,2,1
7346,syncing connections *,info,0.0,sync connection *,VERB NOUN PUNCT,VBG NNS .,amod ROOT punct,2,0
7452,talking port *,info,0.0,talk port *,VERB NOUN PUNCT,VBG NN NFP,amod ROOT punct,2,0
7495,aborting master *,info,0.0,abort master *,VERB NOUN PUNCT,VBG NN NFP,amod ROOT punct,2,0
7496,stopping master *,info,0.0,stop master *,VERB NOUN PUNCT,VBG NN NFP,ROOT intj punct,2,0
7631,starting tuneon *,info,0.0,start tuneon *,VERB NOUN PUNCT,VBG NN NFP,ROOT dobj punct,2,0
7981,waiting progress *,info,0.0,wait progress *,VERB NOUN PUNCT,VBG NN NFP,ROOT dobj punct,2,0
8397,failed move *,info,0.0,fail move *,VERB NOUN PUNCT,VBN NN NFP,amod ROOT punct,2,1
8404,killing master *,info,0.0,kill master *,VERB NOUN PUNCT,VBG NN NFP,amod ROOT punct,2,0
8509,stopped master *,info,0.0,stop master *,VERB NOUN PUNCT,VBN NN NFP,ROOT npadvmod punct,2,0
8788,using localaddress *,info,0.0,use localaddress *,VERB NOUN PUNCT,VBG NN .,ROOT dobj punct,2,1
8822,using eolbyte *,info,0.0,use eolbyte *,VERB NOUN PUNCT,VBG NN NFP,ROOT dobj punct,2,1
8824,using charset *,info,0.0,use charset *,VERB NOUN PUNCT,VBG NN .,ROOT dobj punct,2,1
8842,setting laf *,info,0.0,set laf *,VERB NOUN PUNCT,VBG NN NFP,ROOT dobj punct,2,0
8843,loading file *,info,0.0,load file *,VERB NOUN PUNCT,VBG NN NFP,compound ROOT punct,2,0
8864,list sample_variables *,info,0.0,list sample_variable *,VERB NOUN PUNCT,VB NNS NFP,ROOT dobj punct,1,0
8882,merging file *,info,0.0,merge file *,VERB NOUN PUNCT,VBG NN NFP,amod ROOT punct,2,0
8887,created sslsocket *,info,0.0,create sslsocket *,VERB NOUN PUNCT,VBN NN NFP,ROOT dep punct,2,0
8907,setting locale *,info,0.0,set locale *,VERB NOUN PUNCT,VBG NN NFP,ROOT dobj punct,2,0
8940,normalized map *,info,0.0,normalize map *,VERB NOUN PUNCT,VBN NN NFP,amod ROOT punct,2,0
8949,stopping thread *,info,0.0,stop thread *,VERB NOUN PUNCT,VBG NN NFP,amod ROOT punct,2,0
8955,reset base *,info,0.0,reset base *,VERB NOUN PUNCT,VB NN NFP,amod ROOT punct,2,0
8969,sending properties *,info,0.0,send property *,VERB NOUN PUNCT,VBG NNS NFP,amod ROOT punct,2,0
9029,backed logs *,info,0.0,back log *,VERB NOUN PUNCT,VBN NNS NFP,amod ROOT punct,2,0
9042,using distribution *,info,0.0,use distribution *,VERB NOUN PUNCT,VBG NN NFP,ROOT dobj punct,2,1
9108,unloaded module *,info,0.0,unload module *,VERB NOUN PUNCT,VBN NN NFP,amod ROOT punct,2,0
9186,got report *,info,0.0,got report *,VERB NOUN PUNCT,VBP NN NFP,ROOT dobj punct,2,0
9206,verifying tokens *,info,0.0,verify token *,VERB NOUN PUNCT,VBG NNS NFP,amod ROOT punct,2,0
9256,connecting resourcemanager *,info,0.0,connect resourcemanager *,VERB NOUN PUNCT,VBG NN .,amod ROOT punct,2,0
9306,stopping worker *,info,0.0,stop worker *,VERB NOUN PUNCT,VBG NN NFP,amod ROOT punct,2,0
9330,starting zookeeperleaderelectionservice *,info,0.0,start zookeeperleaderelectionservice *,VERB NOUN PUNCT,VBG NN NFP,ROOT dobj punct,2,0
9331,stopping zookeeperleaderelectionservice *,info,0.0,stop zookeeperleaderelectionservice *,VERB NOUN PUNCT,VBG NN NFP,ROOT dobj punct,2,0
9371,stopping dispatcher *,info,0.0,stop dispatcher *,VERB NOUN PUNCT,VBG NN NFP,amod ROOT punct,2,0
9372,stopped dispatcher *,info,0.0,stop dispatcher *,VERB NOUN PUNCT,VBN NN NFP,ROOT dobj punct,2,0
9375,disposing savepoint *,info,0.0,dispose savepoint *,VERB NOUN PUNCT,VBG NN NFP,amod ROOT punct,2,0
9439,stopping taskexecutor *,info,0.0,stop taskexecutor *,VERB NOUN PUNCT,VBG NN NFP,ROOT dobj punct,2,0
9440,stopped taskexecutor *,info,0.0,stop taskexecutor *,VERB NOUN PUNCT,VBN NN NFP,ROOT dobj punct,2,0
9460,starting zookeeperleaderretrievalservice *,info,0.0,start zookeeperleaderretrievalservice *,VERB NOUN PUNCT,VBG NN NFP,ROOT dobj punct,2,0
9461,stopping zookeeperleaderretrievalservice *,info,0.0,stop zookeeperleaderretrievalservice *,VERB NOUN PUNCT,VBG NN NFP,ROOT dobj punct,2,0
9478,revoking leadership *,info,0.0,revoke leadership *,VERB NOUN PUNCT,VBG NN .,ROOT dobj punct,2,0
9521,received slotstatus *,info,0.0,receive slotstatus *,VERB NOUN PUNCT,VBN NN NFP,amod ROOT punct,2,0
9532,opening split *,info,0.0,open split *,VERB NOUN PUNCT,VBG NN NFP,amod ROOT punct,2,0
9653,declined offer *,info,0.0,decline offer *,VERB NOUN PUNCT,VBN NN NFP,amod ROOT punct,2,0
9677,recovered transactionalids *,info,0.0,recover transactionalid *,VERB NOUN PUNCT,VBN NNS NFP,amod ROOT punct,2,0
9686,deleting topic *,info,0.0,delete topic *,VERB NOUN PUNCT,VBG NN NFP,amod ROOT punct,2,0
9742,opening hivesimpleudf *,info,0.0,open hivesimpleudf *,VERB NOUN PUNCT,VBG NN NFP,amod ROOT punct,2,0
9743,created hivecatalog *,info,0.0,create hivecatalog *,VERB NOUN PUNCT,VBN NN NFP,ROOT dobj punct,2,0
9785,emitting event *,info,0.0,emit event *,VERB NOUN PUNCT,VBG NN NFP,amod ROOT punct,2,0
9790,added record *,info,0.0,add record *,VERB NOUN PUNCT,VBN NN NFP,amod ROOT punct,2,0
9855,starting task *,info,0.0,start task *,VERB NOUN PUNCT,VBG NN NFP,amod ROOT punct,2,0
9856,started task *,info,0.0,start task *,VERB NOUN PUNCT,VBN NN NFP,ROOT dobj punct,2,0
9858,stopping task *,info,0.0,stop task *,VERB NOUN PUNCT,VBG NN NFP,amod ROOT punct,2,0
9859,starting connector *,info,0.0,start connector *,VERB NOUN PUNCT,VBG NN NFP,amod ROOT punct,2,0
9860,started connector *,info,0.0,start connector *,VERB NOUN PUNCT,VBN NN NFP,ROOT dep punct,2,0
9861,stopping connector *,info,0.0,stop connector *,VERB NOUN PUNCT,VBG NN NFP,amod ROOT punct,2,0
9862,stopped connector *,info,0.0,stop connector *,VERB NOUN PUNCT,VBN NN NFP,amod ROOT punct,2,0
9912,creating secret *,info,0.0,create secret *,VERB NOUN PUNCT,VBG NN NFP,ROOT dobj punct,2,0
10086,created kafkauser *,info,0.0,create kafkauser *,VERB NOUN PUNCT,VBN NN NFP,ROOT dep punct,2,0
10108,verifying secret *,info,0.0,verify secret *,VERB NOUN PUNCT,VBG NN NFP,amod ROOT punct,2,0
10226,checking deployment *,info,0.0,check deployment *,VERB NOUN PUNCT,VBG NN NFP,ROOT dobj punct,2,0
10328,deleting secret *,info,0.0,delete secret *,VERB NOUN PUNCT,VBG NN NFP,amod ROOT punct,2,0
10403,delete topic *,info,0.0,delete topic *,VERB NOUN PUNCT,VB NN NFP,ROOT dobj punct,2,0
10507,deleted topics *,info,0.0,delete topic *,VERB NOUN PUNCT,VBN NNS NFP,amod ROOT punct,2,0
10508,created topics *,info,0.0,create topic *,VERB NOUN PUNCT,VBN NNS NFP,amod ROOT punct,2,0
10517,using config *,info,0.0,use config *,VERB NOUN PUNCT,VBG NN NFP,ROOT dobj punct,2,1
10527,using namespace *,info,0.0,use namespace *,VERB NOUN PUNCT,VBG NN .,ROOT dobj punct,2,1
